cod_nat_tim;lib_tim;cod_commune;lib_commune;lib_bassin_risques;lib_commentaire;dat_programtim_deb;dat_programtim_fin;dat_etu_tim_deb;dat_etu_tim_fin;dat_transmission_tim;dat_integration_plu;dat_reception_min;dat_maj
85DDTM20150059;PAC - Menomblet;85131;Les Magnils-Reigniers;"";"";;;;;2010-10-01 00:00:00;;;
85DDTM20150058;PAC - La Meilleraie-Tillay;85140;La Meilleraie-Tillay;"";"";;;;;2009-06-01 00:00:00;;;2015-12-04 00:00:00
85DDTM20150057;TIM - Le Mazeau;85139;Le Mazeau;"";"";;;;;2013-07-01 00:00:00;;;
85DDTM20150056;PAC - Marillet;85136;Marillet;"";"";;;;;2010-10-01 00:00:00;;;
85DDTM20150055;PAC - Mareuil-sur-Lay-Dissais;85135;Mareuil-sur-Lay-Dissais;"";"";;;;;2008-11-01 00:00:00;;;
85DDTM20150054;PAC - Mallièvre;85134;Mallièvre;"";"";;;;;2009-02-01 00:00:00;;;
85DDTM20150053;TIM - Maillé;85132;Maillé;"";"";;;;;2013-07-01 00:00:00;;;
85DDTM20150052;TIM - Les Magniles-Reigniers;85131;Les Magnils-Reigniers;"";"";;;;;;;;
85DDTM20150051;TIM - Maché;85130;Maché;"";"";;;;;;;;
85DDTM20150050;PAC - Luçon;85128;Luçon;"";"";;;;;2011-05-01 00:00:00;;;
85DDTM20150049;PAC - Longeville-sur-mer;85127;Longeville-sur-Mer;"";"";;;;;2011-08-01 00:00:00;;;
85DDTM20150048;PAC - Loge-Fougereuse;85125;Loge-Fougereuse;"";"";;;;;2010-10-01 00:00:00;;;
85DDTM20150047;TIM - Landevieille;85120;Landevieille;"";"";;;;;2013-05-01 00:00:00;;;
85DDTM20150046;TIM - Landeronde;85118;Landeronde;"";"";;;;;;;;
85DDTM20150045;TIM - Lairoux;85117;Lairoux;"";"";;;;;2012-11-01 00:00:00;;;
85DDTM20150044;TIM - La Jaudonnière;85115;La Jaudonnière;"";"";;;;;;;;
85DDTM20150043;TIM - Jard-sur-mer;85114;Jard-sur-Mer;"";"";;;;;2012-07-01 00:00:00;;;
85DDTM20150042;TIM - L'île d'Olonne;85112;L'Île-d'Olonne;"";"";;;;;2012-09-01 00:00:00;;;
85DDTM20150041;PAC - Les Herbiers;85109;Les Herbiers;"";"";;;;;2009-06-01 00:00:00;;;
85DDTM20150040;PAC - Le gué-de-Velluire;85105;Le Gué-de-Velluire;"";"";;;;;2010-12-01 00:00:00;;;
85DDTM20150039;TIM - Grues;85104;Grues;"";"";;;;;2012-07-01 00:00:00;;;
85DDTM20150038;TIM - Grosbreuil;85103;Grosbreuil;"";"";;;;;2012-03-01 00:00:00;;;
85DDTM20150037;TIM - La Gaubretière;85097;La Gaubretière;"";"";;;;;;;;
85DDTM20150036;TIM - La Garnache;85096;La Garnache;"";"";;;;;;;;
85DDTM20150035;PAC - Foussais-Payré;85094;Foussais-Payré;"";"";;;;;2010-11-01 00:00:00;;;
85DDTM20150034;PAC - La Flocelière;85090;La Flocellière;"";"";;;;;2009-06-01 00:00:00;;;
85DDTM20150033;TIM - La Ferrière;85089;La Ferrière;"";"";;;;;;;;
85DDTM20150032;PAC - Faymoreau;85087;Faymoreau;"";"";;;;;2008-11-01 00:00:00;;;
85DDTM20150031;PAC - La Faute-sur-mer;85307;La Faute-sur-Mer;"";"";;;;;2010-11-01 00:00:00;;;2015-12-04 00:00:00
85DDTM20150030;TIM - Falleron;85086;Falleron;"";"";;;;;;;;
85DDTM20150029;PAC - Les Essarts;85084;Les Essarts;"";"";;;;;2011-02-01 00:00:00;;;
85DDTM20150028;PAC - Les Epesses;85082;Les Epesses;"";"";;;;;2009-02-01 00:00:00;;;
85DDTM20150027;TIM - Dompierre-sur-Yon;85081;Dompierre-sur-Yon;"";"";;;;;;;;
85DDTM20150026;TIM - Damvix;85078;Damvix;"";"";;;;;2013-07-01 00:00:00;;;
85DDTM20150025;TIM - Curzon;85077;Curzon;"";"";;;;;2012-12-01 00:00:00;;;
85DDTM20150024;PAC - Cugand;85076;Cugand;"";"";;;;;2008-12-01 00:00:00;;;
85DDTM20150023;PAC - La Couture;85074;La Couture;"";"";;;;;2008-11-01 00:00:00;;;
85DDTM20150022;TIM - Les Clouzeaux;85069;Les Clouzeaux;"";"";;;;;;;;
85DDTM20150021;TIM - Cheffois;85067;Cheffois;"";"";;;;;2012-03-01 00:00:00;;;
85DDTM20150020;PAC - Chavagnes-les-Redoux;85066;Chavagnes-les-Redoux;"";"";;;;;2009-10-01 00:00:00;;;
85DDTM20150019;PAC - Les Châtelliers-Châteaumur;85063;Les Châtelliers-Châteaumur;"";"";;;;;2009-06-01 00:00:00;;;
85DDTM20150018;TIM - Château-d'Olonne;85060;Château-d'Olonne;"";"";;;;;2012-07-01 00:00:00;;;
85DDTM20150017;TIM - La Chataigneraie;85059;La Châtaigneraie;"";"";;;;;2012-03-01 00:00:00;;;
85DDTM20150016;TIM - Chasnais;85058;Chasnais;"";"";;;;;;;;
85DDTM20150015;TIM - La Chapelle-Hermier;85054;La Chapelle-Hermier;"";"";;;;;;;;
85DDTM20150014;PAC - Chantonnay;85051;Chantonnay;"";"";;;;;2008-11-01 00:00:00;;;
85DDTM20150013;PAC - Le Champ-Saint Père;85050;Le Champ-Saint-Père;"";"";;;;;2009-01-01 00:00:00;;;
85DDTM20150012;TIM - Champagné-les-Marais;85049;Champagné-les-Marais;"";"";;;;;2012-03-01 00:00:00;;;
85DDTM20150011;TIM - Chambretaud;85048;Chambretaud;"";"";;;;;;;;
85DDTM20150010;PAC - Chaix;85044;Chaix;"";"";;;;;2009-04-01 00:00:00;;;
85DDTM20150009;TIM - Chaillé-les-Marais;85042;Chaillé-les-Marais;"";"";;;;;2012-10-01 00:00:00;;;
85DDTM20150008;TIM - Cezais;85041;Cezais;"";"";;;;;2012-02-01 00:00:00;;;
85DDTM20150007;TIM - La Bretonnière - La Claye;85036;La Bretonnière-la-Claye;"";"";;;;;2012-12-01 00:00:00;;;
85DDTM20150006;TIM - Brem-sur-mer;85243;Brem-sur-Mer;"";"";;;;;2012-09-01 00:00:00;;;
85DDTM20150005;TIM - Bessay;85023;Bessay;"";"";;;;;2013-01-01 00:00:00;;;2015-12-04 00:00:00
85DDTM20150004;TIM - Beaurepaire;85017;Beaurepaire;"";"";;;;;;;;
85DDTM20150003;TIM - Barbâtre;85011;Barbâtre;"";"";;;;;;;;
85DDTM20150002;TIM - Antigny;85005;Antigny;"";"";;;;;2012-11-01 00:00:00;;;2015-12-04 00:00:00
50DDTM20150993;Bretteville;50077;Bretteville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-27 00:00:00
50DDTM20150992;Yvetot-Bocage;50648;Yvetot-Bocage;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150991;Yquelon;50647;Yquelon;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150990;Virey;50644;Virey;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150989;Virandeville;50643;Virandeville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150988;Vindefontaine;50642;Vindefontaine;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150987;Villiers-le-Pré;50640;Villiers-le-Pré;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150986;Villiers-Fossard;50641;Villiers-Fossard;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150985;Villedieu-les-Poêles;50639;Villedieu-les-Poêles;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150984;Villechien;50638;Villechien;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150983;Villebaudon;50637;Villebaudon;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150982;Vierville;50636;Vierville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150981;Vidouville;50635;Vidouville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150980;Videcosville;50634;Videcosville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150979;Vessey;50630;Vessey;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150978;Vesly;50629;Vesly;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150977;Vernix;50628;Vernix;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150976;Vergoncey;50627;Vergoncey;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150975;Ver;50626;Ver;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150974;Vengeons;50625;Vengeons;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150973;Vauville;50623;Vauville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150972;Vaudrimesnil;50622;Vaudrimesnil;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150971;Vaudreville;50621;Vaudreville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150970;Vasteville;50620;Vasteville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150969;Varouville;50618;Varouville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150968;Varenguebec;50617;Varenguebec;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150967;Valognes;50615;Valognes;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150966;Valcanville;50613;Valcanville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150965;Vains;50612;Vains;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150964;Urville-Nacqueville;50611;Urville-Nacqueville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150963;Urville;50610;Urville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150962;Turqueville;50609;Turqueville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150961;Troisgots;50608;Troisgots;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150960;Tribehou;50606;Tribehou;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150959;Trelly;50605;Trelly;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150958;Tréauville;50604;Tréauville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150957;Tourville-sur-Sienne;50603;Tourville-sur-Sienne;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150956;Tourlaville;50602;Tourlaville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150955;Torigni-sur-Vire;50601;Torigni-sur-Vire;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150954;Tonneville;50600;Tonneville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150953;Tollevast;50599;Tollevast;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150952;Tocqueville;50598;Tocqueville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150951;Tirepied;50597;Tirepied;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150950;Théville;50596;Théville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150949;Teurthéville-Hague;50594;Teurthéville-Hague;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150948;Teurthéville-Bocage;50593;Teurthéville-Bocage;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150947;Tessy-sur-Vire;50592;Tessy-sur-Vire;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150946;Tanis;50589;Tanis;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150935;Tamerville;50588;Tamerville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150934;Taillepied;50587;Taillepied;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150933;Surville;50586;Surville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150932;Surtainville;50585;Surtainville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150931;Subligny;50584;Subligny;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150930;Sourdeval-les-Bois;50583;Sourdeval-les-Bois;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150929;Sourdeval;50582;Sourdeval;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150928;Soulles;50581;Soulles;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150927;Sotteville;50580;Sotteville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150926;Sottevast;50579;Sottevast;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150925;Sortosville-en-Beaumont;50577;Sortosville-en-Beaumont;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150924;Sortosville;50578;Sortosville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150923;Siouville-Hague;50576;Siouville-Hague;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150922;Sideville;50575;Sideville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150921;Servon;50574;Servon;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150920;Servigny;50573;Servigny;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150919;Sénoville;50572;Sénoville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150918;Sébeville;50571;Sébeville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150917;Savigny-le-Vieux;50570;Savigny-le-Vieux;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150916;Savigny;50569;Savigny;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150915;Saussey;50568;Saussey;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150914;Saussemesnil;50567;Saussemesnil;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150913;Sartilly;50565;Sartilly;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150912;Sainteny;50564;Sainteny;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150911;Sainte-Suzanne-sur-Vire;50556;Sainte-Suzanne-sur-Vire;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150910;Sainte-Pience;50535;Sainte-Pience;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150909;Sainte-Mère-Eglise;50523;Sainte-Mère-Église;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150908;Sainte-Marie-du-Mont;50509;Sainte-Marie-du-Mont;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150907;Sainte-Marie-du-Bois;50508;Sainte-Marie-du-Bois;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150906;Sainte-Geneviève;50469;Sainte-Geneviève;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150905;Sainte-Croix-Hague;50460;Sainte-Croix-Hague;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150904;Sainte-Colombe;50457;Sainte-Colombe;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150903;Sainte-Cécile;50453;Sainte-Cécile;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150902;Saint-Vigor-des-Monts;50563;Saint-Vigor-des-Monts;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150901;Saint-Vaast-la-Hougue;50562;Saint-Vaast-la-Hougue;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150900;Saint-Symphorien-le-Valois;50558;Saint-Symphorien-le-Valois;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150899;Saint-Symphorien-des-Monts;50557;Saint-Symphorien-des-Monts;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150898;Saint-Senier-sous-Avranches;50554;Saint-Senier-sous-Avranches;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150897;Saint-Senier-de-Beuvron;50553;Saint-Senier-de-Beuvron;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150896;Saint-Sébastien-de-Raids;50552;Saint-Sébastien-de-Raids;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150895;Saint-Sauveur-Lendelin;50550;Saint-Sauveur-Lendelin;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150894;Saint-Sauveur-le-Vicomte;50551;Saint-Sauveur-le-Vicomte;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150893;Saint-Sauveur-la-Pommeraye;50549;Saint-Sauveur-la-Pommeraye;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150892;Saint-Sauveur-de-Pierrepont;50548;Saint-Sauveur-de-Pierrepont;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150891;Saint-Samson-de-Bonfossé;50546;Saint-Samson-de-Bonfossé;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150890;Saint-Romphaire;50545;Saint-Romphaire;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150889;Saint-Rémy-des-Landes;50544;Saint-Rémy-des-Landes;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150888;Saint-Quentin-sur-le-Homme;50543;Saint-Quentin-sur-le-Homme;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150887;Saint-Pois;50542;Saint-Pois;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150886;Saint-Planchers;50541;Saint-Planchers;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150885;Saint-Pierre-Langers;50540;Saint-Pierre-Langers;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150884;Saint-Pierre-Eglise;50539;Saint-Pierre-Église;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150883;Saint-Pierre-de-Semilly;50538;Saint-Pierre-de-Semilly;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150882;Saint-Pierre-de-Coutances;50537;Saint-Pierre-de-Coutances;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150881;Saint-Pierre-d'Arthéglise;50536;Saint-Pierre-d'Arthéglise;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150880;Saint-Pellerin;50534;Saint-Pellerin;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150879;Saint-Patrice-de-Claids;50533;Saint-Patrice-de-Claids;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150878;Saint-Pair-sur-Mer;50532;Saint-Pair-sur-Mer;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150877;Saint-Ovin;50531;Saint-Ovin;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150876;Saint-Nicolas-des-Bois;50529;Saint-Nicolas-des-Bois;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150875;Saint-Nicolas-de-Pierrepont;50528;Saint-Nicolas-de-Pierrepont;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150874;Saint-Michel-de-Montjoie;50525;Saint-Michel-de-Montjoie;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150873;Saint-Michel-de-la-Pierre;50524;Saint-Michel-de-la-Pierre;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150872;Saint-Maurice-en-Cotentin;50522;Saint-Maurice-en-Cotentin;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150871;Saint-Maur-des-Bois;50521;Saint-Maur-des-Bois;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150870;Saint-Martin-le-Hébert;50520;Saint-Martin-le-Hébert;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150869;Saint-Martin-le-Gréard;50519;Saint-Martin-le-Gréard;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150868;Saint-Martin-le-Bouillant;50518;Saint-Martin-le-Bouillant;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150867;Saint-Martin-des-Champs;50516;Saint-Martin-des-Champs;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150866;Saint-Martin-de-Varreville;50517;Saint-Martin-de-Varreville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150865;Saint-Martin-de-Landelles;50515;Saint-Martin-de-Landelles;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150864;Saint-Martin-de-Cenilly;50513;Saint-Martin-de-Cenilly;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150863;Saint-Martin-de-Bonfossé;50512;Saint-Martin-de-Bonfossé;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150862;Saint-Martin-d'Audouville;50511;Saint-Martin-d'Audouville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150861;Saint-Martin-d'Aubigny;50510;Saint-Martin-d'Aubigny;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150860;Saint-Marcouf;50507;Saint-Marcouf;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150859;Saint-Malo-de-la-Lande;50506;Saint-Malo-de-la-Lande;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150858;Saint-Loup;50505;Saint-Loup;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150857;Saint-Louet-sur-Vire;50504;Saint-Louet-sur-Vire;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150856;Saint-Lô-d'Ourville;50503;Saint-Lô-d'Ourville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150855;Saint-Lô;50502;Saint-Lô;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150854;Saint-Laurent-de-Terregatte;50500;Saint-Laurent-de-Terregatte;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150853;Saint-Laurent-de-Cuves;50499;Saint-Laurent-de-Cuves;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150852;Saint-Joseph;50498;Saint-Joseph;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150851;Saint-Jores;50497;Saint-Jores;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150850;Saint-Jean-le-Thomas;50496;Saint-Jean-le-Thomas;"";"";;;;;2014-11-28 00:00:00;;;2015-11-26 00:00:00
50DDTM20150849;Saint-Saint-du-Corail-des-Bois;50495;Saint-Jean-du-Corail-des-Bois;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150848;Saint-Jean-du-Corail;50494;Saint-Jean-du-Corail;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150847;Saint-Jean-des-Champs;50493;Saint-Jean-des-Champs;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150846;Saint-Jean-des-Baisants;50492;Saint-Jean-des-Baisants;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150845;Saint-Jean-de-Savigny;50491;Saint-Jean-de-Savigny;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150844;Saint-Jean-de-la-Rivière;50490;Saint-Jean-de-la-Rivière;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150843;Saint-Jean-de-la-Haize;50489;Saint-Jean-de-la-Haize;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150842;Saint-Jean-de-Daye;50488;Saint-Jean-de-Daye;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150841;Saint-James;50487;Saint-James;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150840;Saint-Jacques-de-Néhou;50486;Saint-Jacques-de-Néhou;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150839;Saint-Hilaire-Petitville;50485;Saint-Hilaire-Petitville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150838;Saint-Hilaire-du-Harcouët;50484;Saint-Hilaire-du-Harcouët;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150837;Saint-Gilles;50483;Saint-Gilles;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150836;Saint-Germain-sur-Sèves;50482;Saint-Germain-sur-Sèves;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150835;Saint-Germain-sur-Ay;50481;Saint-Germain-sur-Ay;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150834;Saint-Germain-de-Gaillard;50480;Saint-Germain-le-Gaillard;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150833;Saint-Germain-des-Vaux;50477;Saint-Germain-des-Vaux;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150832;Saint-Germain-de-Varreville;50479;Saint-Germain-de-Varreville;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
50DDTM20150831;Saint-Germain-de-Tournebut;50478;Saint-Germain-de-Tournebut;"";"";;;;;2014-11-28 00:00:00;;;2015-11-25 00:00:00
